data,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,ingressi_terapia_intensiva,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,variazione_terapia_intensiva,variazione_ricoverati_con_sintomi,variazione_totale_ospedalizzati,variazione_isolamento_domiciliare,nuovi_dimessi_guariti,nuovi_deceduti,nuovi_tamponi,nuovi_casi_testati,ti_su_to,to_su_tp,np_su_nt,np_su_nct,var_ti_perc,var_pos_perc,np_log
2021-10-18T17:00:00,2428,358,2786,73577,76363,-1206,1597,4511545,131585,,,4719493,97944298,35273695.0,26.0,4544439.0,175054.0,61889258.0,36055040.0,9.0,42.0,51.0,-1257.0,2756.0,44.0,219878.0,35834.0,12.85,3.65,0.73,4.46,2.58,-1.55,3.203304916138483
2021-10-19T17:00:00,2423,355,2778,71768,74546,-1817,2697,4515987,131655,,,4722188,98606298,35359040.0,27.0,4546700.0,175488.0,62002436.0,36603862.0,-3.0,-5.0,-8.0,-1809.0,4442.0,70.0,662000.0,85345.0,12.78,3.73,0.41,3.16,-0.84,-2.38,3.4308809464528913
2021-10-20T17:00:00,2464,355,2819,70849,73668,-878,3702,4520531,131688,,,4725887,99091911,35430796.0,25.0,4550114.0,175773.0,62124122.0,36967789.0,0.0,41.0,41.0,-919.0,4544.0,33.0,485613.0,71756.0,12.59,3.83,0.76,5.16,0.0,-1.18,3.5684364144168854
2021-10-21T17:00:00,2439,356,2795,70955,73750,82,3794,4524204,131724,,,4729678,99666582,35496496.0,22.0,4553566.0,176112.0,62238970.0,37427612.0,1.0,-25.0,-24.0,106.0,3673.0,36.0,574671.0,65700.0,12.74,3.79,0.66,5.77,0.28,0.11,3.5790973265526436
2021-10-22T17:00:00,2443,343,2786,70943,73729,-21,3882,4528065,131763,,,4733557,100153800,35560633.0,22.0,4557247.0,176310.0,62351624.0,37802176.0,-13.0,4.0,-9.0,-12.0,3861.0,39.0,487218.0,64137.0,12.31,3.78,0.8,6.05,-3.65,-0.03,3.589055531052344
2021-10-23T17:00:00,2455,338,2793,71223,74016,287,3908,4531644,131802,,,4737462,100645374,35624315.0,20.0,4560812.0,176650.0,62457189.0,38188185.0,-5.0,12.0,7.0,280.0,3579.0,39.0,491574.0,63682.0,12.1,3.77,0.79,6.14,-1.46,0.39,3.5919545550467356
2021-10-24T17:00:00,2473,341,2814,71961,74775,759,3725,4534584,131826,,,4741185,101049089,35678991.0,18.0,4564348.0,176837.0,62540445.0,38508644.0,3.0,18.0,21.0,738.0,2940.0,24.0,403715.0,54676.0,12.12,3.76,0.92,6.81,0.89,1.03,3.5711262770843115
2021-10-25T17:00:00,2579,338,2917,71737,74654,-121,2535,4537210,131856,,,4743720,101271474,35709838.0,16.0,4566700.0,177020.0,62589472.0,38682002.0,-3.0,106.0,103.0,-224.0,2626.0,30.0,222385.0,30847.0,11.59,3.91,1.14,8.22,-0.88,-0.16,3.403977963669355
2021-10-26T17:00:00,2604,341,2945,72101,75046,392,4054,4540823,131904,,,4747773,101911219,35778002.0,37.0,4570236.0,177537.0,62702807.0,39208412.0,3.0,25.0,28.0,364.0,3613.0,48.0,639745.0,68164.0,11.58,3.92,0.63,5.95,0.89,0.53,3.60788374435699
2021-10-27T17:00:00,2615,341,2956,72409,75365,319,4598,4545049,131954,,,4752368,102379323,35839956.0,27.0,4574500.0,177868.0,62828246.0,39551077.0,0.0,11.0,11.0,308.0,4226.0,50.0,468104.0,61954.0,11.54,3.92,0.98,7.42,0.0,0.43,3.6625689669332604
2021-10-28T17:00:00,2609,347,2956,73822,76778,1413,4866,4548449,132004,,,4757231,102949658,35900791.0,32.0,4579059.0,178172.0,62951716.0,39997942.0,6.0,-6.0,0.0,1413.0,3400.0,50.0,570335.0,60835.0,11.74,3.85,0.85,8.0,1.76,1.87,3.6871721045948
2021-10-29T17:00:00,2658,349,3007,75637,78644,1866,5335,4551882,132037,,,4762563,103424436,35959934.0,18.0,4584087.0,178476.0,63079137.0,40345299.0,2.0,49.0,51.0,1815.0,3433.0,33.0,474778.0,59143.0,11.61,3.82,1.12,9.02,0.58,2.43,3.727134423760489
2021-10-30T17:00:00,2707,346,3053,77328,80381,1737,4878,4554985,132074,,,4767440,103901788,36020618.0,20.0,4588510.0,178930.0,63187420.0,40714368.0,-3.0,49.0,46.0,1691.0,3103.0,37.0,477352.0,60684.0,11.33,3.8,1.02,8.04,-0.86,2.21,3.688241795977712
2021-10-31T17:00:00,2754,342,3096,79352,82448,2067,4526,4557417,132100,,,4771965,104251958,36077911.0,17.0,4592777.0,179188.0,63271453.0,40980505.0,-4.0,47.0,43.0,2024.0,2432.0,26.0,350170.0,57293.0,11.05,3.76,1.29,7.9,-1.16,2.57,3.65571454961871
2021-11-01T17:00:00,2863,364,3227,80495,83722,1274,2818,4558941,132120,,,4774783,104398683,36105689.0,33.0,4595482.0,179301.0,63316846.0,41081837.0,22.0,109.0,131.0,1143.0,1524.0,20.0,146725.0,27778.0,11.28,3.85,1.92,10.14,6.43,1.55,3.4499409887733377
2021-11-02T17:00:00,2992,385,3377,81070,84447,725,2834,4561006,132161,,,4777614,104637037,36140579.0,34.0,4598052.0,179562.0,63378327.0,41258710.0,21.0,129.0,150.0,575.0,2065.0,41.0,238354.0,34890.0,11.4,4.0,1.19,8.12,5.77,0.87,3.4523998459114416
2021-11-03T17:00:00,3029,381,3410,81877,85287,840,5188,4565291,132224,,,4782802,105354348,36207265.0,31.0,4602393.0,180409.0,63507841.0,41846507.0,-4.0,37.0,33.0,807.0,4285.0,63.0,717311.0,66686.0,11.17,4.0,0.72,7.78,-1.04,0.99,3.7149999674120426
2021-11-04T17:00:00,3045,383,3428,83948,87376,2089,5905,4569045,132283,,,4788704,105868977,36272129.0,36.0,4607812.0,180892.0,63645336.0,42223641.0,2.0,16.0,18.0,2071.0,3754.0,59.0,514629.0,64864.0,11.17,3.92,1.15,9.1,0.52,2.45,3.7712199019495336
2021-11-05T17:00:00,3124,395,3519,86837,90356,2980,6764,4572775,132334,,,4795465,106412391,36334537.0,37.0,4614013.0,181452.0,63773771.0,42638620.0,12.0,79.0,91.0,2889.0,3730.0,51.0,543414.0,62408.0,11.22,3.89,1.24,10.84,3.13,3.41,3.830203598925704
2021-11-06T17:00:00,3173,392,3565,90128,93693,3337,6764,4576167,132365,,,4802225,106904353,36400705.0,23.0,4620205.0,182020.0,63906880.0,42997473.0,-3.0,49.0,46.0,3291.0,3392.0,31.0,491962.0,66168.0,11.0,3.8,1.37,10.22,-0.76,3.69,3.830203598925704
2021-11-07T17:00:00,3215,398,3613,93380,96987,3294,5822,4578669,132385,,,4808047,107339124,36453042.0,26.0,4625604.0,182443.0,64006304.0,43332820.0,6.0,42.0,48.0,3252.0,2502.0,20.0,434771.0,52337.0,11.02,3.73,1.34,11.12,1.53,3.52,3.765072201102792
2021-11-08T17:00:00,3362,415,3777,94998,98775,1788,4197,4581396,132423,,,4812594,107588239,36489224.0,35.0,4629847.0,182747.0,64068951.0,43519288.0,17.0,147.0,164.0,1618.0,2727.0,38.0,249115.0,36182.0,10.99,3.82,1.68,11.6,4.27,1.84,3.62293896921149
2021-11-09T17:00:00,3436,421,3857,96348,100205,1430,6032,4586009,132491,,,4818705,108233928,36555207.0,52.0,4635128.0,183577.0,64198051.0,44035877.0,6.0,74.0,80.0,1350.0,4613.0,68.0,645689.0,65983.0,10.92,3.85,0.93,9.14,1.45,1.45,3.7804613328617176
2021-11-10T17:00:00,3447,423,3870,98989,102859,2654,7891,4591328,132551,,,4826738,108721546,36622425.0,34.0,4642418.0,184320.0,64344604.0,44376942.0,2.0,11.0,13.0,2641.0,5319.0,60.0,487618.0,67218.0,10.93,3.76,1.62,11.74,0.48,2.65,3.8971320433820944
2021-11-11T17:00:00,3509,422,3931,102989,106920,4061,8569,4595897,132618,,,4835435,109317358,36687526.0,37.0,4650544.0,184891.0,64490144.0,44827214.0,-1.0,62.0,61.0,4000.0,4569.0,67.0,595812.0,65101.0,10.74,3.68,1.44,13.16,-0.24,3.95,3.9329301428307897
2021-11-12T17:00:00,3525,445,3970,106689,110659,3739,8516,4600612,132686,,,4843957,109816293,36751114.0,47.0,4658259.0,185698.0,64623457.0,45192836.0,23.0,16.0,39.0,3700.0,4715.0,68.0,498935.0,63588.0,11.21,3.59,1.71,13.39,5.45,3.5,3.930235652766285
2021-11-13T17:00:00,3597,453,4050,111062,115112,4453,8544,4604645,132739,,,4852496,110356664,36818073.0,39.0,4665891.0,186605.0,64758767.0,45597897.0,8.0,72.0,80.0,4373.0,4033.0,53.0,540371.0,66959.0,11.19,3.52,1.58,12.76,1.8,4.02,3.9316612396844812
2021-11-14T17:00:00,3647,458,4105,115125,119230,4118,7569,4608056,132775,,,4860061,110802257,36876596.0,29.0,4672800.0,187261.0,64864335.0,45937922.0,5.0,50.0,55.0,4063.0,3411.0,36.0,445593.0,58523.0,11.16,3.44,1.7,12.93,1.1,3.58,3.879038505237237
2021-11-15T17:00:00,3808,475,4283,116592,120875,1645,5144,4611566,132819,,,4865260,111051082,36911565.0,41.0,4677651.0,187609.0,64929977.0,46121105.0,17.0,161.0,178.0,1467.0,3510.0,44.0,248825.0,34969.0,11.09,3.54,2.07,14.71,3.71,1.38,3.7113009599161657
2021-11-16T17:00:00,3970,481,4451,118945,123396,2521,7698,4616786,132893,,,4873075,111735792,36983718.0,41.0,4684065.0,189010.0,65078921.0,46656871.0,6.0,162.0,168.0,2353.0,5220.0,74.0,684710.0,72153.0,10.81,3.61,1.12,10.67,1.26,2.09,3.886377906758572
2021-11-17T17:00:00,4060,486,4546,122539,127085,3689,10172,4623192,132965,,,4883242,112273557,37055239.0,39.0,4693144.0,190098.0,65254872.0,47018685.0,5.0,90.0,95.0,3594.0,6406.0,72.0,537765.0,71521.0,10.69,3.58,1.89,14.22,1.04,2.99,4.007406351503671
2021-11-18T17:00:00,4088,503,4591,127922,132513,5428,10638,4628340,133034,,,4893887,112899331,37126648.0,55.0,4702837.0,191050.0,65417133.0,47482198.0,17.0,28.0,45.0,5383.0,5148.0,69.0,625774.0,71409.0,10.96,3.46,1.7,14.9,3.5,4.27,4.0268599859845615
2021-11-19T17:00:00,4145,512,4657,132473,137130,4617,10544,4634229,133082,,,4904441,113437819,37198784.0,39.0,4712509.0,191932.0,65576766.0,47861053.0,9.0,57.0,66.0,4551.0,5889.0,48.0,538488.0,72136.0,10.99,3.4,1.96,14.62,1.79,3.48,4.023005397249935
2021-11-20T17:00:00,4250,512,4762,138639,143401,6271,11555,4639449,133131,,,4915981,114012631,37274564.0,50.0,4722639.0,193342.0,65732775.0,48279856.0,0.0,105.0,105.0,6166.0,5220.0,49.0,574812.0,75780.0,10.75,3.32,2.01,15.25,0.0,4.57,4.062769949815128
2021-11-21T17:00:00,4345,520,4865,143895,148760,5359,9709,4643751,133177,,,4925688,114499740,37340316.0,35.0,4731444.0,194244.0,65859791.0,48639949.0,8.0,95.0,103.0,5256.0,4302.0,46.0,487109.0,65752.0,10.69,3.27,1.99,14.77,1.56,3.74,3.9871745010875417
2021-11-22T17:00:00,4507,549,5056,146458,151514,2754,6404,4647330,133247,,,4932091,114767310,37377595.0,54.0,4737392.0,194699.0,65933097.0,48834213.0,29.0,162.0,191.0,2563.0,3579.0,70.0,267570.0,37279.0,10.86,3.34,2.39,17.18,5.58,1.85,3.8064513232472623
2021-11-23T17:00:00,4597,560,5157,149353,154510,2996,10047,4654295,133330,,,4942135,115456590,37452240.0,61.0,4745794.0,196341.0,66090711.0,49365879.0,11.0,90.0,101.0,2895.0,6965.0,83.0,689280.0,74645.0,10.86,3.34,1.46,13.46,2.0,1.98,4.002036402259529
2021-11-24T17:00:00,4629,573,5202,154115,159317,4807,12448,4661853,133415,,,4954585,116019095,37530712.0,49.0,4756693.0,197892.0,66278086.0,49741009.0,13.0,32.0,45.0,4762.0,7558.0,85.0,562505.0,78472.0,11.01,3.27,2.21,15.86,2.32,3.11,4.0950995796456136
2021-11-25T17:00:00,4689,588,5277,161321,166598,7281,13764,4668257,133486,,,4968341,116669093,37610375.0,57.0,4769052.0,199289.0,66454367.0,50214726.0,15.0,60.0,75.0,7206.0,6404.0,71.0,649998.0,79663.0,11.14,3.17,2.12,17.28,2.62,4.57,4.138744663948892
2021-11-26T17:00:00,4748,606,5354,167264,172618,6020,13686,4675867,133537,,,4982022,117226273,37686249.0,58.0,4781272.0,200750.0,66622177.0,50604096.0,18.0,59.0,77.0,5943.0,7610.0,51.0,557180.0,75874.0,11.32,3.1,2.46,18.04,3.06,3.61,4.136276535660293
2021-11-27T17:00:00,4826,624,5450,173496,178946,6328,12877,4682318,133627,,,4994891,117823171,37757547.0,68.0,4793225.0,201666.0,66793350.0,51029821.0,18.0,78.0,96.0,6232.0,6451.0,90.0,596898.0,71298.0,11.45,3.05,2.16,18.06,2.97,3.67,4.109814695694399
2021-11-28T17:00:00,4964,638,5602,180841,186443,7497,12932,4687701,133674,,,5007818,118335763,37837579.0,39.0,4804631.0,203187.0,66928963.0,51406800.0,14.0,138.0,152.0,7345.0,5383.0,47.0,512592.0,80032.0,11.39,3.0,2.52,16.16,2.24,4.19,4.111665695939519
2021-11-29T17:00:00,5135,669,5804,183839,189643,3200,7975,4692408,133739,,,5015790,118611763,37877849.0,58.0,4811791.0,203999.0,67009417.0,51602346.0,31.0,171.0,202.0,2998.0,4707.0,65.0,276000.0,40270.0,11.53,3.06,2.89,19.8,4.86,1.72,3.901730691729219
2021-11-30T17:00:00,5227,683,5910,188360,194270,4627,12764,4700449,133828,,,5028547,119331735,37958214.0,64.0,4821623.0,206924.0,67180429.0,52151306.0,14.0,92.0,106.0,4521.0,8041.0,89.0,719972.0,80365.0,11.56,3.04,1.77,15.88,2.09,2.44,4.105986795521472
2021-12-01T17:00:00,5248,686,5934,193849,199783,5513,15085,4709906,133931,,,5043620,119905510,38042146.0,62.0,4834565.0,209055.0,67376786.0,52528724.0,3.0,21.0,24.0,5489.0,9457.0,103.0,573775.0,83932.0,11.56,2.97,2.63,17.97,0.44,2.84,4.178545314511007
2021-12-02T17:00:00,5298,698,5996,202875,208871,9088,16806,4717556,134003,,,5060430,120584972,38129601.0,55.0,4849267.0,211163.0,67574694.0,53010278.0,12.0,50.0,62.0,9026.0,7650.0,72.0,679462.0,87455.0,11.64,2.87,2.47,19.22,1.75,4.55,4.225464359207212
2021-12-03T17:00:00,5385,708,6093,210061,216154,7283,17030,4727214,134077,,,5077445,121173417,38213164.0,60.0,4864069.0,213376.0,67759212.0,53414205.0,10.0,87.0,97.0,7186.0,9658.0,74.0,588445.0,83563.0,11.62,2.82,2.89,20.38,1.43,3.49,4.231214647962601
2021-12-04T17:00:00,5428,732,6160,217558,223718,7564,16632,4736202,134152,,,5094072,121810009,38301193.0,59.0,4879346.0,214726.0,67938532.0,53871477.0,24.0,43.0,67.0,7497.0,8988.0,75.0,636592.0,88029.0,11.88,2.75,2.61,18.89,3.39,3.5,4.220944476323413
2021-12-05T17:00:00,5597,736,6333,225667,232000,8282,15021,4742887,134195,,,5109082,122335117,38373389.0,45.0,4891645.0,217437.0,68082495.0,54252622.0,4.0,169.0,173.0,8109.0,6685.0,43.0,525108.0,72196.0,11.62,2.73,2.86,20.81,0.55,3.7,4.176698846118572
2021-12-06T17:00:00,5879,743,6622,229213,235835,3835,9503,4748454,134287,,,5118576,122636677,38416484.0,45.0,4900148.0,218428.0,68170338.0,54466339.0,7.0,282.0,289.0,3546.0,5567.0,92.0,301560.0,43095.0,11.22,2.81,3.15,22.05,0.95,1.65,3.9778607292646972
2021-12-07T17:00:00,6078,776,6854,234040,240894,5059,15756,4759038,134386,,,5134318,123331813,38496689.0,89.0,4912021.0,222297.0,68339652.0,54992161.0,33.0,199.0,232.0,4827.0,10584.0,99.0,695136.0,80205.0,11.32,2.85,2.27,19.64,4.44,2.15,4.197445972137104
2021-12-08T17:00:00,6099,791,6890,242324,249214,8320,17959,4768578,134472,,,5152264,123896511,38578774.0,62.0,4927371.0,224893.0,68530979.0,55365532.0,15.0,21.0,36.0,8284.0,9540.0,86.0,564698.0,82085.0,11.48,2.76,3.18,21.88,1.93,3.45,4.254282150450831
2021-12-09T17:00:00,6333,811,7144,247409,254553,5339,12527,4775676,134551,,,5164780,124209339,38628455.0,69.0,4938576.0,226204.0,68639490.0,55569849.0,20.0,234.0,254.0,5085.0,7098.0,79.0,312828.0,49681.0,11.35,2.81,4.0,25.21,2.53,2.14,4.097847077423337
2021-12-10T17:00:00,6483,816,7299,255849,263148,8595,20497,4787453,134669,,,5185270,124925626,38715745.0,76.0,4955026.0,230244.0,68822803.0,56102823.0,5.0,150.0,155.0,8440.0,11777.0,118.0,716287.0,87290.0,11.18,2.77,2.86,23.48,0.62,3.38,4.311690301114879
2021-12-11T17:00:00,6539,818,7357,266525,273882,10734,21042,4797658,134765,,,5206305,125490703,38805999.0,76.0,4972406.0,233899.0,69019027.0,56471676.0,2.0,56.0,58.0,10676.0,10205.0,96.0,565077.0,90254.0,11.12,2.69,3.72,23.31,0.25,4.08,4.323087016265146
2021-12-12T17:00:00,6697,829,7526,277351,284877,10995,19215,4805809,134831,,,5225517,125992518,38880750.0,54.0,4988281.0,237236.0,69174889.0,56817629.0,11.0,158.0,169.0,10826.0,8151.0,66.0,501815.0,74751.0,11.02,2.64,3.83,25.71,1.34,4.01,4.283640388800367
2021-12-13T17:00:00,6951,856,7807,282950,290757,5880,12712,4812535,134929,,,5238221,126306054,38925453.0,60.0,4999503.0,238718.0,69269958.0,57036096.0,27.0,254.0,281.0,5599.0,6726.0,98.0,313536.0,44703.0,10.96,2.69,4.05,28.44,3.26,2.06,4.104213884199323
2021-12-14T17:00:00,7163,863,8026,289368,297394,6637,20677,4826443,135049,,,5258886,127082617,39017409.0,93.0,5014587.0,244299.0,69458008.0,57624609.0,7.0,212.0,219.0,6418.0,13908.0,120.0,776563.0,91956.0,10.75,2.7,2.66,22.49,0.82,2.28,4.315487527750822
2021-12-15T17:00:00,7309,870,8179,297474,305653,8259,23195,4841245,135178,,,5282076,127717255,39110490.0,84.0,5033424.0,248652.0,69677195.0,58040060.0,7.0,146.0,153.0,8106.0,14802.0,129.0,634638.0,93081.0,10.64,2.68,3.65,24.92,0.81,2.78,4.365394376854779
2021-12-16T17:00:00,7338,917,8255,309675,317930,12277,26109,4854949,135301,,,5308180,128435536,39209761.0,101.0,5055500.0,252680.0,69890580.0,58544956.0,47.0,29.0,76.0,12201.0,13704.0,123.0,718281.0,99271.0,11.11,2.6,3.63,26.3,5.4,4.02,4.416790238241989
2021-12-17T17:00:00,7520,923,8443,323525,331968,14038,28632,4869406,135421,,,5336795,129104696,39306093.0,70.0,5078138.0,258657.0,70101368.0,59003328.0,6.0,182.0,188.0,13850.0,14457.0,120.0,669160.0,96332.0,10.93,2.54,4.28,29.72,0.65,4.42,4.456851685381948
2021-12-18T17:00:00,7576,953,8529,338943,347472,15504,28064,4881836,135544,,,5364852,129802436,39408093.0,95.0,5100360.0,264492.0,70319725.0,59482711.0,30.0,56.0,86.0,15418.0,12430.0,123.0,697740.0,102000.0,11.17,2.45,4.02,27.51,3.25,4.67,4.4481495716859465
2021-12-19T17:00:00,7726,966,8692,353583,362275,14803,24259,4891239,135641,,,5389155,130368736,39493154.0,78.0,5119657.0,269498.0,70495451.0,59873285.0,13.0,150.0,163.0,14640.0,9403.0,97.0,566300.0,85061.0,11.11,2.4,4.28,28.52,1.36,4.26,4.384872894492921
2021-12-20T17:00:00,8101,987,9088,360615,369703,7428,16213,4899879,135778,,,5405360,130705958,39537534.0,73.0,5133125.0,272235.0,70598903.0,60107055.0,21.0,375.0,396.0,7032.0,8640.0,137.0,337222.0,44380.0,10.86,2.46,4.81,36.53,2.17,2.05,4.209863382701547
2021-12-21T17:00:00,8381,1012,9393,374751,384144,14441,30798,4916068,135931,,,5436143,131557823,39648036.0,96.0,5153722.0,282421.0,70810613.0,60747210.0,25.0,280.0,305.0,14136.0,16189.0,153.0,851865.0,110502.0,10.77,2.45,3.62,27.87,2.53,3.91,4.488522514644407
2021-12-22T17:00:00,8544,1010,9554,393175,402729,18585,36293,4933663,136077,,,5472469,132337126,39766135.0,92.0,5179314.0,293155.0,71055692.0,61281434.0,-2.0,163.0,161.0,18424.0,17595.0,146.0,779303.0,118099.0,10.57,2.37,4.66,30.73,-0.2,4.84,4.559822868712976
2021-12-23T17:00:00,8722,1023,9745,420284,430029,27300,44595,4950780,136245,,,5517054,133238576,39900805.0,93.0,5211207.0,305847.0,71317437.0,61921139.0,13.0,178.0,191.0,27109.0,17117.0,168.0,901450.0,134670.0,10.5,2.27,4.95,33.11,1.29,6.78,4.649286168260619
2021-12-24T17:00:00,8812,1038,9850,450824,460674,30645,50599,4970584,136386,,,5567644,134168351,40062609.0,102.0,5246587.0,321057.0,71595127.0,62573224.0,15.0,90.0,105.0,30540.0,19804.0,141.0,929775.0,161804.0,10.54,2.14,5.44,31.27,1.47,7.13,4.704141933860088
2021-12-25T17:00:00,8892,1071,9963,490503,500466,39792,54762,4985435,136530,,,5622431,135138103,40214187.0,106.0,5285835.0,336596.0,71860000.0,63278103.0,33.0,80.0,113.0,39679.0,14851.0,144.0,969752.0,151578.0,10.75,1.99,5.65,36.13,3.18,8.64,4.738479300913787
2021-12-26T17:00:00,9220,1089,10309,506530,516839,16373,24883,4993863,136611,,,5647313,135355155,40263888.0,85.0,5308366.0,338947.0,71974179.0,63380976.0,18.0,328.0,346.0,16027.0,8428.0,81.0,217052.0,49701.0,10.56,1.99,11.46,50.07,1.68,3.27,4.395902739559857
2021-12-27T17:00:00,9723,1126,10849,526655,537504,20665,30810,5003855,136753,,,5678112,135699123,40327460.0,100.0,5329644.0,348468.0,72087933.0,63611190.0,37.0,503.0,540.0,20125.0,9992.0,142.0,343968.0,63572.0,10.38,2.02,8.96,48.46,3.4,4.0,4.4886916983169405
2021-12-28T17:00:00,10089,1145,11234,587634,598868,61364,78313,5020601,136943,,,5756412,136733800,40495149.0,119.0,5370720.0,385692.0,72335409.0,64398391.0,19.0,366.0,385.0,60979.0,16746.0,190.0,1034677.0,167689.0,10.19,1.88,7.57,46.7,1.69,11.42,4.8938338611592656
2021-12-29T17:00:00,10578,1185,11763,663102,674865,75997,98030,5042472,137091,,,5854428,137763229,40689614.0,126.0,5430667.0,423761.0,72652945.0,65110284.0,40.0,489.0,529.0,75468.0,21871.0,148.0,1029429.0,194465.0,10.07,1.74,9.52,50.41,3.49,12.69,4.99135900263795
2021-12-30T17:00:00,10866,1226,12092,767371,779463,104598,126888,5064718,137247,,,5981428,138913581,40905632.0,134.0,5507443.0,473985.0,72990973.0,65922608.0,41.0,288.0,329.0,104269.0,22246.0,156.0,1150352.0,216018.0,10.14,1.55,11.03,58.74,3.46,15.5,5.1034205521167175
2021-12-31T17:00:00,11150,1260,12410,888574,900984,121521,144243,5087297,137402,,,6125683,140137606,41145671.0,119.0,5587230.0,538453.0,73357137.0,66780469.0,34.0,284.0,318.0,121203.0,22579.0,155.0,1224025.0,240039.0,10.15,1.38,11.78,60.09,2.77,15.59,5.15909474636754
2022-01-01T17:00:00,11265,1297,12562,1009231,1021793,120809,141358,5107729,137513,,,6267035,141268542,41329516.0,135.0,5666599.0,600436.0,73690819.0,67577723.0,37.0,115.0,152.0,120657.0,20432.0,111.0,1130936.0,183845.0,10.32,1.23,12.5,76.89,2.94,13.41,5.150320391937952
2022-01-02T17:00:00,11756,1319,13075,1057462,1070537,48744,61046,5119893,137646,,,6328076,141547196,41421590.0,104.0,5714553.0,613523.0,73856391.0,67690805.0,22.0,491.0,513.0,48231.0,12164.0,133.0,278654.0,92074.0,10.09,1.22,21.91,66.3,1.7,4.77,4.785657212345765
2022-01-03T17:00:00,12333,1351,13684,1111368,1125052,54515,68052,5133272,137786,,,6396110,141992517,41510822.0,103.0,5759069.0,637041.0,74013084.0,67979433.0,32.0,577.0,609.0,53906.0,13379.0,140.0,445321.0,89232.0,9.87,1.22,15.28,76.26,2.43,5.09,4.832840893333623
2022-01-04T17:00:00,12912,1392,14304,1250993,1265297,140245,170844,5163605,138045,,,6566947,143220927,41719220.0,153.0,5826648.0,740299.0,74299160.0,68921767.0,41.0,579.0,620.0,139625.0,30333.0,259.0,1228410.0,208398.0,9.73,1.13,13.91,81.98,3.03,12.47,5.232599731085336
2022-01-05T17:00:00,13364,1428,14792,1406325,1421117,155820,189109,5196642,138276,,,6756035,144315182,41928155.0,132.0,5918596.0,837439.0,74662839.0,69652343.0,36.0,452.0,488.0,155332.0,33037.0,231.0,1094255.0,208935.0,9.65,1.04,17.28,90.51,2.59,12.31,5.276712198106416
2022-01-06T17:00:00,13827,1467,15294,1578285,1593579,172462,219441,5243412,138474,,,6975465,145453492,42171448.0,177.0,6014907.0,960558.0,75023110.0,70430382.0,39.0,463.0,502.0,171960.0,46770.0,198.0,1138310.0,243293.0,9.59,0.96,19.28,90.2,2.73,12.14,5.341317773695509
2022-01-07T17:00:00,14591,1499,16090,1657981,1674071,80492,108304,5270994,138697,,,7083762,145945664,42287504.0,120.0,6080761.0,1003001.0,75250881.0,70694783.0,32.0,764.0,796.0,79696.0,27582.0,223.0,492172.0,116056.0,9.32,0.96,22.01,93.32,2.18,5.05,5.034644496753184
2022-01-08T17:00:00,14930,1557,16487,1802406,1818893,144822,197552,5323523,138881,,,7281297,147165930,42520576.0,154.0,6164375.0,1116922.0,75568209.0,71597721.0,58.0,339.0,397.0,144425.0,52529.0,184.0,1220266.0,233072.0,9.44,0.91,16.19,84.76,3.87,8.65,5.295681430800897
2022-01-09T17:00:00,15647,1595,17242,1926737,1943979,125086,155659,5353922,139038,,,7436939,148159131,42725013.0,142.0,6229650.0,1207289.0,75856287.0,72302844.0,38.0,717.0,755.0,124331.0,30399.0,157.0,993201.0,204437.0,9.25,0.89,15.67,76.14,2.44,6.88,5.192174236083991
2022-01-10T17:00:00,16340,1606,17946,1986651,2004597,60618,101762,5410482,139265,,,7554344,148771952,42856913.0,114.0,6286591.0,1267753.0,76085265.0,72686687.0,11.0,693.0,704.0,59914.0,56560.0,227.0,612821.0,131900.0,8.95,0.9,16.61,77.15,0.69,3.12,5.007585633882447
