data,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,ingressi_terapia_intensiva,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,variazione_terapia_intensiva,variazione_ricoverati_con_sintomi,variazione_totale_ospedalizzati,variazione_isolamento_domiciliare,nuovi_dimessi_guariti,nuovi_deceduti,nuovi_tamponi,nuovi_casi_testati,ti_su_to,to_su_tp,np_su_nt,np_su_nct,var_ti_perc,var_pos_perc,np_log
2020-06-14T17:00:00,3594,209,3803,22471,26274,-1211,338,176370,34345,,,236989,4620718,2846621.0,,,,,,-11.0,-153.0,-164.0,-1047.0,1505.0,44.0,56527.0,29545.0,5.5,14.47,0.6,1.14,-5.0,-4.41,2.5289167002776547
2020-06-15T17:00:00,3489,207,3696,22213,25909,-365,303,177010,34371,,,237290,4648825,2864084.0,,,,,,-2.0,-105.0,-107.0,-258.0,640.0,26.0,28107.0,17463.0,5.6,14.27,1.08,1.74,-0.96,-1.39,2.481442628502305
2020-06-16T17:00:00,3301,177,3478,21091,24569,-1340,210,178526,34405,,,237500,4695707,2891846.0,,,,,,-30.0,-188.0,-218.0,-1122.0,1516.0,34.0,46882.0,27762.0,5.09,14.16,0.45,0.76,-14.49,-5.17,2.322219294733919
2020-06-17T17:00:00,3113,163,3276,20649,23925,-644,329,179455,34448,,,237828,4773408,2925803.0,,,,,,-14.0,-188.0,-202.0,-442.0,929.0,43.0,77701.0,33957.0,4.98,13.69,0.42,0.97,-7.91,-2.62,2.5171958979499744
2020-06-18T17:00:00,2867,168,3035,20066,23101,-824,333,180544,34514,,,238159,4831562,2958724.0,,,,,,5.0,-246.0,-241.0,-583.0,1089.0,66.0,58154.0,32921.0,5.54,13.14,0.57,1.01,3.07,-3.44,2.5224442335063197
2020-06-19T17:00:00,2632,161,2793,18750,21543,-1558,251,181907,34561,,,238011,4889103,2987294.0,,,,,,-7.0,-235.0,-242.0,-1316.0,1363.0,47.0,57541.0,28570.0,5.76,12.96,0.44,0.88,-4.17,-6.74,2.399673721481038
2020-06-20T17:00:00,2474,152,2626,18586,21212,-331,262,182453,34610,,,238275,4943825,3017169.0,,,,,,-9.0,-158.0,-167.0,-164.0,546.0,49.0,54722.0,29875.0,5.79,12.38,0.48,0.88,-5.59,-1.54,2.4183012913197452
2020-06-21T17:00:00,2314,148,2462,18510,20972,-240,224,182893,34634,,,238499,4984370,3041750.0,,,,,,-4.0,-160.0,-164.0,-76.0,440.0,24.0,40545.0,24581.0,6.01,11.74,0.55,0.91,-2.63,-1.13,2.3502480183341627
2020-06-22T17:00:00,2038,127,2165,18472,20637,-335,218,183426,34657,,,238720,5013342,3057902.0,,,,,,-21.0,-276.0,-297.0,-38.0,533.0,23.0,28972.0,16152.0,5.87,10.49,0.75,1.35,-14.19,-1.6,2.3384564936046046
2020-06-23T17:00:00,1853,115,1968,17605,19573,-1064,122,184585,34675,,,238833,5053827,3081127.0,,,,,,-12.0,-185.0,-197.0,-867.0,1159.0,18.0,40485.0,23225.0,5.84,10.05,0.3,0.53,-9.45,-5.16,2.0863598306747484
2020-06-24T17:00:00,1610,107,1717,16938,18655,-918,190,186111,34644,,,239410,5107093,3111364.0,,,,,,-8.0,-243.0,-251.0,-667.0,1526.0,-31.0,53266.0,30237.0,6.23,9.2,0.36,0.63,-6.96,-4.69,2.278753600952829
2020-06-25T17:00:00,1515,103,1618,16685,18303,-352,296,186725,34678,223905.0,15801.0,239706,5163154,3140785.0,,,,,,-4.0,-95.0,-99.0,-253.0,614.0,34.0,56061.0,29421.0,6.37,8.84,0.53,1.01,-3.74,-1.89,2.4712917110589387
2020-06-26T17:00:00,1356,105,1461,16177,17638,-665,259,187615,34708,223440.0,16521.0,239961,5215922,3169116.0,,,,,,2.0,-159.0,-157.0,-508.0,890.0,30.0,52768.0,28331.0,7.19,8.28,0.49,0.91,1.94,-3.63,2.413299764081252
2020-06-27T17:00:00,1260,97,1357,15479,16836,-802,175,188584,34716,223262.0,16874.0,240136,5277273,3198837.0,,,,,,-8.0,-96.0,-104.0,-698.0,969.0,8.0,61351.0,29721.0,7.15,8.06,0.29,0.59,-7.62,-4.55,2.2430380486862944
2020-06-28T17:00:00,1160,98,1258,15423,16681,-155,174,188891,34738,223272.0,17038.0,240310,5314619,3220020.0,,,,,,1.0,-100.0,-99.0,-56.0,307.0,22.0,37346.0,21183.0,7.79,7.54,0.47,0.82,1.03,-0.92,2.2405492482826
2020-06-29T17:00:00,1120,96,1216,15280,16496,-185,126,189196,34744,223254.0,17182.0,240436,5341837,3235504.0,,,,,,-2.0,-40.0,-42.0,-143.0,305.0,6.0,27218.0,15484.0,7.89,7.37,0.46,0.81,-2.04,-1.11,2.100370545117563
2020-06-30T17:00:00,1090,93,1183,14380,15563,-933,142,190248,34767,222901.0,17677.0,240578,5390110,3263975.0,,,,,,-3.0,-30.0,-33.0,-900.0,1052.0,23.0,48273.0,28471.0,7.86,7.6,0.29,0.5,-3.12,-5.66,2.1522883443830563
2020-07-01T17:00:00,1025,87,1112,14143,15255,-308,187,190717,34788,222564.0,18196.0,240760,5445476,3293300.0,,,,,,-6.0,-65.0,-71.0,-237.0,469.0,21.0,55366.0,29325.0,7.82,7.29,0.34,0.64,-6.45,-1.98,2.271841606536499
2020-07-02T17:00:00,963,82,1045,14015,15060,-195,201,191083,34818,222464.0,18497.0,240961,5498719,3322447.0,,,,,,-5.0,-62.0,-67.0,-128.0,366.0,30.0,53243.0,29147.0,7.85,6.94,0.38,0.69,-5.75,-1.28,2.303196057420489
2020-07-03T17:00:00,956,79,1035,13849,14884,-176,223,191467,34833,222430.0,18754.0,241184,5548815,3348127.0,,,,,,-3.0,-7.0,-10.0,-166.0,384.0,15.0,50096.0,25680.0,7.63,6.95,0.45,0.87,-3.66,-1.17,2.3483048630481607
2020-07-04T17:00:00,940,71,1011,13610,14621,-263,235,191944,34854,222324.0,19095.0,241419,5600826,3377073.0,,,,,,-8.0,-16.0,-24.0,-239.0,477.0,21.0,52011.0,28946.0,7.02,6.91,0.45,0.81,-10.13,-1.77,2.3710678622717363
2020-07-05T17:00:00,945,74,1019,13623,14642,21,192,192108,34861,222368.0,19243.0,241611,5638288,3398239.0,,,,,,3.0,5.0,8.0,13.0,164.0,7.0,37462.0,21166.0,7.26,6.96,0.51,0.91,4.23,0.14,2.2833012287035497
2020-07-06T17:00:00,946,72,1018,13691,14709,67,208,192241,34869,222410.0,19409.0,241819,5660454,3412010.0,,,,,,-2.0,1.0,-1.0,68.0,133.0,8.0,22166.0,13771.0,7.07,6.92,0.94,1.51,-2.7,0.46,2.3180633349627615
2020-07-07T17:00:00,940,70,1010,13232,14242,-467,138,192815,34899,222292.0,19664.0,241956,5703673,3434500.0,,,,,,-2.0,-6.0,-8.0,-459.0,574.0,30.0,43219.0,22490.0,6.93,7.09,0.32,0.61,-2.78,-3.17,2.1398790864012365
2020-07-08T17:00:00,899,71,970,12625,13595,-647,193,193640,34914,222145.0,20004.0,242149,5754116,3463179.0,,,,,,1.0,-41.0,-40.0,-607.0,825.0,15.0,50443.0,28679.0,7.32,7.13,0.38,0.67,1.43,-4.54,2.285557309007774
2020-07-09T17:00:00,871,69,940,12519,13459,-136,229,193978,34926,222106.0,20257.0,242363,5806668,3493126.0,,,,,,-2.0,-28.0,-30.0,-106.0,338.0,12.0,52552.0,29947.0,7.34,6.98,0.44,0.76,-2.82,-1.0,2.359835482339888
2020-07-10T17:00:00,844,65,909,12519,13428,-31,276,194273,34938,222079.0,20560.0,242639,5854621,3520377.0,,,,,,-4.0,-27.0,-31.0,0.0,295.0,12.0,47953.0,27251.0,7.15,6.77,0.58,1.01,-5.8,-0.23,2.4409090820652177
2020-07-11T17:00:00,826,67,893,12410,13303,-125,188,194579,34945,221994.0,20833.0,242827,5900552,3545826.0,,,,,,2.0,-18.0,-16.0,-109.0,306.0,7.0,45931.0,25449.0,7.5,6.71,0.41,0.74,3.08,-0.93,2.27415784926368
2020-07-12T17:00:00,776,68,844,12335,13179,-124,234,194928,34954,222036.0,21025.0,243061,5938811,3568887.0,,,,,,1.0,-50.0,-49.0,-75.0,349.0,9.0,38259.0,23061.0,8.06,6.4,0.61,1.01,1.49,-0.93,2.369215857410143
2020-07-13T17:00:00,768,65,833,12324,13157,-22,169,195106,34967,222074.0,21156.0,243230,5962744,3582893.0,,,,,,-3.0,-8.0,-11.0,-11.0,178.0,13.0,23933.0,14006.0,7.8,6.33,0.71,1.21,-4.41,-0.17,2.2278867046136734
2020-07-14T17:00:00,777,60,837,12082,12919,-238,114,195441,34984,222053.0,21291.0,243344,6004611,3607115.0,,,,,,-5.0,9.0,4.0,-242.0,335.0,17.0,41867.0,24222.0,7.17,6.48,0.27,0.47,-7.69,-1.81,2.0569048513364727
2020-07-15T17:00:00,797,57,854,11639,12493,-426,163,196016,34997,222075.0,21431.0,243506,6053060,3635507.0,,,,,,-3.0,20.0,17.0,-443.0,575.0,13.0,48449.0,28392.0,6.67,6.84,0.34,0.57,-5.0,-3.3,2.2121876044039577
2020-07-16T17:00:00,750,53,803,11670,12473,-20,230,196246,35017,222079.0,21657.0,243736,6103492,3663596.0,,,,,,-4.0,-47.0,-51.0,31.0,230.0,20.0,50432.0,28089.0,6.6,6.44,0.46,0.82,-7.02,-0.16,2.361727836017593
2020-07-17T17:00:00,771,50,821,11635,12456,-17,233,196483,35028,222072.0,21895.0,243967,6154259,3692257.0,,,,,,-3.0,21.0,18.0,-35.0,237.0,11.0,50767.0,28661.0,6.09,6.59,0.46,0.81,-5.66,-0.14,2.367355921026019
2020-07-18T17:00:00,757,50,807,11561,12368,-88,249,196806,35042,222138.0,22078.0,244216,6202524,3719826.0,,,,,,0.0,-14.0,-14.0,-74.0,323.0,14.0,48265.0,27569.0,6.2,6.52,0.52,0.9,0.0,-0.71,2.3961993470957363
2020-07-19T17:00:00,743,49,792,11648,12440,72,219,196949,35045,222180.0,22254.0,244434,6238049,3740447.0,,,,,,-1.0,-14.0,-15.0,87.0,143.0,3.0,35525.0,20621.0,6.19,6.37,0.62,1.06,-2.0,0.58,2.3404441148401185
2020-07-20T17:00:00,745,47,792,11612,12404,-36,190,197162,35058,222212.0,22412.0,244624,6262302,3754568.0,,,,,,-2.0,2.0,0.0,-36.0,213.0,13.0,24253.0,14121.0,5.93,6.39,0.78,1.35,-4.08,-0.29,2.278753600952829
2020-07-21T17:00:00,732,49,781,11467,12248,-156,129,197431,35073,222232.0,22520.0,244752,6305412,3778483.0,,,,,,2.0,-13.0,-11.0,-145.0,269.0,15.0,43110.0,23915.0,6.27,6.38,0.3,0.54,4.26,-1.26,2.110589710299249
2020-07-22T17:00:00,724,48,772,11550,12322,74,282,197628,35082,222220.0,22812.0,245032,6354730,3807771.0,,,,,,-1.0,-8.0,-9.0,83.0,197.0,9.0,49318.0,29288.0,6.22,6.27,0.57,0.96,-2.04,0.6,2.450249108319361
2020-07-23T17:00:00,713,49,762,11642,12404,82,306,197842,35092,222279.0,23059.0,245338,6415041,3840789.0,,,,,,1.0,-11.0,-10.0,92.0,214.0,10.0,60311.0,33018.0,6.43,6.14,0.51,0.93,2.08,0.67,2.48572142648158
2020-07-24T17:00:00,713,46,759,11542,12301,-103,252,198192,35097,222294.0,23296.0,245590,6468375,3869759.0,,,,,,-3.0,0.0,-3.0,-100.0,350.0,5.0,53334.0,28970.0,6.06,6.17,0.47,0.87,-6.12,-0.83,2.401400540781544
2020-07-25T17:00:00,731,41,772,11670,12442,141,275,198320,35102,222348.0,23516.0,245864,6520046,3897818.0,,,,,,-5.0,18.0,13.0,128.0,128.0,5.0,51671.0,28059.0,5.31,6.2,0.53,0.98,-10.87,1.15,2.439332693830263
2020-07-26T17:00:00,735,44,779,11786,12565,123,255,198446,35107,222382.0,23736.0,246118,6560572,3922995.0,,,,,,3.0,4.0,7.0,116.0,126.0,5.0,40526.0,25177.0,5.65,6.2,0.63,1.01,7.32,0.99,2.406540180433955
2020-07-27T17:00:00,740,45,785,11796,12581,16,170,198593,35112,222442.0,23844.0,246286,6586123,3942369.0,,,,,,1.0,5.0,6.0,10.0,147.0,5.0,25551.0,19374.0,5.73,6.24,0.67,0.88,2.27,0.13,2.230448921378274
2020-07-28T17:00:00,749,40,789,11820,12609,28,212,198756,35123,222473.0,24015.0,246488,6634293,3967710.0,,,,,,-5.0,9.0,4.0,24.0,163.0,11.0,48170.0,25341.0,5.07,6.26,0.44,0.84,-11.11,0.22,2.326335860928751
2020-07-29T17:00:00,731,38,769,11847,12616,7,289,199031,35129,222569.0,24207.0,246776,6690311,3998585.0,,,,,,-2.0,-18.0,-20.0,27.0,275.0,6.0,56018.0,30875.0,4.94,6.1,0.52,0.94,-5.0,0.06,2.4608978427565478
2020-07-30T17:00:00,748,47,795,11435,12230,-386,386,199796,35132,222720.0,24438.0,247158,6752169,4031981.0,,,,,,9.0,17.0,26.0,-412.0,765.0,3.0,61858.0,33396.0,5.91,6.5,0.62,1.16,23.68,-3.06,2.586587304671755
2020-07-31T17:00:00,716,41,757,11665,12422,192,379,199974,35141,222744.0,24793.0,247537,6813113,4061667.0,,,,,,-6.0,-32.0,-38.0,230.0,178.0,9.0,60944.0,29686.0,5.42,6.09,0.62,1.28,-12.77,1.57,2.578639209968072
2020-08-01T17:00:00,705,43,748,11709,12457,35,295,200229,35146,222815.0,25017.0,247832,6873496,4093572.0,,,,,,2.0,-11.0,-9.0,44.0,255.0,5.0,60383.0,31905.0,5.75,6.0,0.49,0.92,4.88,0.28,2.469822015978163
2020-08-02T17:00:00,708,42,750,11706,12456,-1,239,200460,35154,222877.0,25193.0,248070,6916765,4118068.0,,,,,,-1.0,3.0,2.0,-3.0,231.0,8.0,43269.0,24496.0,5.6,6.02,0.55,0.98,-2.33,-0.01,2.3783979009481375
2020-08-03T17:00:00,734,41,775,11699,12474,18,159,200589,35166,222891.0,25338.0,248229,6940801,4131535.0,,,,,,-1.0,26.0,25.0,-7.0,129.0,12.0,24036.0,13467.0,5.29,6.21,0.66,1.18,-2.38,0.14,2.2013971243204513
2020-08-04T17:00:00,761,41,802,11680,12482,8,190,200766,35171,222954.0,25465.0,248419,6984589,4155026.0,,,,,,0.0,27.0,27.0,-19.0,177.0,5.0,43788.0,23491.0,5.11,6.43,0.43,0.81,0.0,0.06,2.278753600952829
2020-08-05T17:00:00,764,41,805,11841,12646,164,384,200976,35181,223044.0,25759.0,248803,7041040,4184765.0,,,,,,0.0,3.0,3.0,161.0,210.0,10.0,56451.0,29739.0,5.09,6.37,0.68,1.29,0.0,1.31,2.584331224367531
2020-08-06T17:00:00,762,42,804,11890,12694,48,402,201323,35187,223113.0,26091.0,249204,7099713,4216934.0,,,,,,1.0,-2.0,-1.0,49.0,347.0,6.0,58673.0,32169.0,5.22,6.33,0.69,1.25,2.44,0.38,2.60422605308447
2020-08-07T17:00:00,779,42,821,12103,12924,230,552,201642,35190,223201.0,26555.0,249756,7158909,4247326.0,,,,,,0.0,17.0,17.0,213.0,319.0,3.0,59196.0,30392.0,5.12,6.35,0.93,1.82,0.0,1.81,2.741939077729199
2020-08-08T17:00:00,771,43,814,12139,12953,29,347,201947,35203,223232.0,26871.0,250103,7212207,4273957.0,,,,,,1.0,-8.0,-7.0,36.0,305.0,13.0,53298.0,26631.0,5.28,6.28,0.65,1.3,2.38,0.22,2.5403294747908736
2020-08-09T17:00:00,763,45,808,12455,13263,310,463,202098,35205,223440.0,27126.0,250566,7249844,4296730.0,,,,,,2.0,-8.0,-6.0,316.0,151.0,2.0,37637.0,22773.0,5.57,6.09,1.23,2.03,4.65,2.39,2.6655809910179533
2020-08-10T17:00:00,779,46,825,12543,13368,105,259,202248,35209,223556.0,27269.0,250825,7276276,4307634.0,,,,,,1.0,16.0,17.0,88.0,150.0,4.0,26432.0,10904.0,5.58,6.17,0.98,2.38,2.22,0.79,2.413299764081252
2020-08-11T17:00:00,801,49,850,12711,13561,193,412,202461,35215,223674.0,27563.0,251237,7316918,4329697.0,,,,,,3.0,22.0,25.0,168.0,213.0,6.0,40642.0,22063.0,5.76,6.27,1.01,1.87,6.52,1.44,2.6148972160331345
2020-08-12T17:00:00,779,53,832,12959,13791,230,481,202697,35225,223844.0,27869.0,251713,7369576,4357027.0,,,,,,4.0,-22.0,-18.0,248.0,236.0,10.0,52658.0,27330.0,6.37,6.03,0.91,1.76,8.16,1.7,2.682145076373832
2020-08-13T17:00:00,786,55,841,13240,14081,290,523,202923,35231,224058.0,28177.0,252235,7420764,4382656.0,,,,,,2.0,7.0,9.0,281.0,226.0,6.0,51188.0,25629.0,6.54,5.97,1.02,2.04,3.77,2.1,2.718501688867274
2020-08-14T17:00:00,771,56,827,13422,14249,168,574,203326,35234,224319.0,28490.0,252809,7467487,4407524.0,,,,,,1.0,-15.0,-14.0,182.0,403.0,3.0,46723.0,24868.0,6.77,5.8,1.23,2.31,1.82,1.19,2.7589118923979736
2020-08-15T17:00:00,764,55,819,13587,14406,157,629,203640,35392,224521.0,28917.0,253438,7520610,4433461.0,,,,,,-1.0,-7.0,-8.0,165.0,314.0,158.0,53123.0,25937.0,6.72,5.69,1.18,2.43,-1.79,1.1,2.798650645445269
2020-08-16T17:00:00,787,56,843,13890,14733,327,479,203786,35396,224694.0,29221.0,253915,7557417,4455931.0,,,,,,1.0,23.0,24.0,303.0,146.0,4.0,36807.0,22470.0,6.64,5.72,1.3,2.13,1.82,2.27,2.680335513414563
2020-08-17T17:00:00,810,58,868,13999,14867,134,320,203968,35400,224812.0,29423.0,254235,7588083,4477310.0,,,,,,2.0,23.0,25.0,109.0,182.0,4.0,30666.0,21379.0,6.68,5.84,1.04,1.5,3.57,0.91,2.505149978319906
2020-08-18T17:00:00,843,58,901,14188,15089,222,403,204142,35405,224974.0,29662.0,254636,7642059,4509997.0,,,,,,0.0,33.0,33.0,189.0,174.0,5.0,53976.0,32687.0,6.44,5.97,0.75,1.23,0.0,1.49,2.6053050461411096
2020-08-19T17:00:00,866,66,932,14428,15360,271,642,204506,35412,225215.0,30063.0,255278,7713154,4551287.0,,,,,,8.0,23.0,31.0,240.0,364.0,7.0,71095.0,41290.0,7.08,6.07,0.9,1.55,13.79,1.8,2.807535028068853
2020-08-20T17:00:00,883,68,951,15063,16014,654,845,204686,35418,225516.0,30602.0,256118,7790596,4600949.0,,,,,,2.0,17.0,19.0,635.0,180.0,6.0,77442.0,49662.0,7.15,5.94,1.09,1.7,3.03,4.26,2.926856708949692
2020-08-21T17:00:00,919,69,988,15690,16678,664,947,204960,35427,225880.0,31185.0,257065,7862592,4645892.0,,,,,,1.0,36.0,37.0,627.0,274.0,9.0,71996.0,44943.0,6.98,5.92,1.32,2.11,1.47,4.15,2.9763499790032735
2020-08-22T17:00:00,924,64,988,16515,17503,825,1071,205203,35430,226320.0,31816.0,258136,7940266,4692505.0,,,,,,-5.0,5.0,0.0,825.0,243.0,3.0,77674.0,46613.0,6.48,5.64,1.38,2.3,-7.25,4.95,3.029789470831856
2020-08-23T17:00:00,971,69,1040,17398,18438,935,1210,205470,35437,226810.0,32535.0,259345,8007637,4739968.0,,,,,,5.0,47.0,52.0,883.0,267.0,7.0,67371.0,47463.0,6.63,5.64,1.8,2.55,7.81,5.34,3.0827853703164503
2020-08-24T17:00:00,1045,65,1110,18085,19195,757,953,205662,35441,227128.0,33170.0,260298,8053551,4773326.0,,,,,,-4.0,74.0,70.0,687.0,192.0,4.0,45914.0,33358.0,5.86,5.78,2.08,2.86,-5.8,4.11,2.979092900638326
2020-08-25T17:00:00,1058,66,1124,18590,19714,519,878,206015,35445,227292.0,33882.0,261174,8125892,4819124.0,,,,,,1.0,13.0,14.0,505.0,353.0,4.0,72341.0,45798.0,5.87,5.7,1.21,1.92,1.54,2.7,2.9434945159061026
2020-08-26T17:00:00,1055,69,1124,19629,20753,1039,1367,206329,35458,227723.0,34817.0,262540,8219421,4877178.0,,,,,,3.0,-3.0,0.0,1039.0,314.0,13.0,93529.0,58054.0,6.14,5.42,1.46,2.35,4.55,5.27,3.1357685145678222
2020-08-27T17:00:00,1131,67,1198,20734,21932,1179,1411,206554,35463,228123.0,35826.0,263949,8313445,4934818.0,,,,,,-2.0,76.0,74.0,1105.0,225.0,5.0,94024.0,57640.0,5.59,5.46,1.5,2.45,-2.9,5.68,3.149527013754348
2020-08-28T17:00:00,1178,74,1252,21783,23035,1103,1462,206902,35472,228553.0,36856.0,265409,8410510,4999953.0,,,,,,7.0,47.0,54.0,1049.0,348.0,9.0,97065.0,65135.0,5.91,5.44,1.51,2.24,10.45,5.03,3.1649473726218416
2020-08-29T17:00:00,1168,79,1247,22909,24156,1121,1444,207224,35473,229002.0,37851.0,266853,8509618,5064247.0,,,,,,5.0,-10.0,-5.0,1126.0,322.0,1.0,99108.0,64294.0,6.34,5.16,1.46,2.25,6.76,4.87,3.1595671932336202
2020-08-30T17:00:00,1251,86,1337,23868,25205,1049,1365,207536,35477,229527.0,38691.0,268218,8586341,5117788.0,,,,,,7.0,83.0,90.0,959.0,312.0,4.0,76723.0,53541.0,6.43,5.3,1.78,2.55,8.86,4.34,3.1351326513767748
2020-08-31T17:00:00,1288,94,1382,24696,26078,873,996,207653,35483,229832.0,39382.0,269214,8644859,5160371.0,,,,,,8.0,37.0,45.0,828.0,117.0,6.0,58518.0,42583.0,6.8,5.3,1.7,2.34,9.3,3.46,2.998259338423699
2020-09-01T17:00:00,1380,107,1487,25267,26754,676,978,207944,35491,230102.0,40087.0,270189,8725909,5214766.0,,,,,,13.0,92.0,105.0,571.0,291.0,8.0,81050.0,54395.0,7.2,5.56,1.21,1.8,13.83,2.59,2.9903388547876015
2020-09-02T17:00:00,1437,109,1546,26271,27817,1063,1326,208201,35497,230504.0,41011.0,271515,8828868,5280948.0,,,,,,2.0,57.0,59.0,1004.0,257.0,6.0,102959.0,66182.0,7.05,5.56,1.29,2.0,1.87,3.97,3.1225435240687545
2020-09-03T17:00:00,1505,120,1625,27290,28915,1098,1397,208490,35507,230950.0,41962.0,272912,8921658,5342150.0,,,,,,11.0,68.0,79.0,1019.0,289.0,10.0,92790.0,61202.0,7.38,5.62,1.51,2.28,10.09,3.95,3.1451964061141817
2020-09-04T17:00:00,1607,121,1728,28371,30099,1184,1733,209027,35518,231587.0,43057.0,274644,9034743,5414708.0,,,,,,1.0,102.0,103.0,1081.0,537.0,11.0,113085.0,72558.0,7.0,5.74,1.53,2.39,0.83,4.09,3.238798562713917
2020-09-05T17:00:00,1620,121,1741,29453,31194,1095,1694,209610,35533,232219.0,44118.0,276337,9142401,5484345.0,,,,,,0.0,13.0,13.0,1082.0,583.0,15.0,107658.0,69637.0,6.95,5.58,1.57,2.43,0.0,3.64,3.228913405994688
2020-09-06T17:00:00,1683,133,1816,30262,32078,884,1297,210015,35541,232733.0,44901.0,277634,9219257,5538028.0,,,,,,12.0,63.0,75.0,809.0,405.0,8.0,76856.0,53683.0,7.32,5.66,1.69,2.42,9.92,2.83,3.11293997608408
2020-09-07T17:00:00,1719,142,1861,31132,32993,915,1108,210238,35553,233115.0,45669.0,278784,9271810,5578731.0,,,,,,9.0,36.0,45.0,870.0,223.0,12.0,52553.0,40703.0,7.63,5.64,2.11,2.72,6.77,2.85,3.044539760392411
2020-09-08T17:00:00,1760,143,1903,31886,33789,796,1370,210801,35563,233555.0,46598.0,280153,9364213,5636663.0,,,,,,1.0,41.0,42.0,754.0,563.0,10.0,92403.0,57932.0,7.51,5.63,1.48,2.36,0.7,2.41,3.1367205671564067
2020-09-09T17:00:00,1778,150,1928,32806,34734,945,1434,211272,35577,234029.0,47554.0,281583,9460203,5699709.0,,,,,,7.0,18.0,25.0,920.0,471.0,14.0,95990.0,63046.0,7.78,5.55,1.49,2.27,4.9,2.8,3.1565491513317814
2020-09-10T17:00:00,1836,164,2000,33708,35708,974,1597,211885,35587,234651.0,48529.0,283180,9554389,5757488.0,,,,,,14.0,58.0,72.0,902.0,613.0,10.0,94186.0,57779.0,8.2,5.6,1.7,2.76,9.33,2.8,3.203304916138483
2020-09-11T17:00:00,1849,175,2024,34743,36767,1059,1616,212432,35597,235322.0,49474.0,284796,9653269,5818910.0,,,,,,11.0,13.0,24.0,1035.0,547.0,10.0,98880.0,61422.0,8.65,5.5,1.63,2.63,6.71,2.97,3.208441356438567
2020-09-12T17:00:00,1951,182,2133,35370,37503,736,1501,213191,35603,235946.0,50351.0,286297,9745975,5875462.0,,,,,,7.0,102.0,109.0,627.0,759.0,6.0,92706.0,56552.0,8.53,5.69,1.62,2.65,4.0,2.0,3.1763806922432702
2020-09-13T17:00:00,2042,187,2229,36280,38509,1006,1458,213634,35610,236567.0,51186.0,287753,9818118,5924322.0,,,,,,5.0,91.0,96.0,910.0,443.0,7.0,72143.0,48860.0,8.39,5.79,2.02,2.98,2.75,2.68,3.163757523981956
2020-09-14T17:00:00,2122,197,2319,36868,39187,678,1008,213950,35624,237003.0,51758.0,288761,9863427,5956171.0,,,,,,10.0,80.0,90.0,588.0,316.0,14.0,45309.0,31849.0,8.5,5.92,2.22,3.16,5.35,1.76,3.0034605321095067
2020-09-15T17:00:00,2222,201,2423,37289,39712,525,1229,214645,35633,237475.0,52515.0,289990,9943944,6006675.0,,,,,,4.0,100.0,104.0,421.0,695.0,9.0,80517.0,50504.0,8.3,6.1,1.53,2.43,2.03,1.34,3.089551882886454
2020-09-16T17:00:00,2285,207,2492,38040,40532,820,1452,215265,35645,238097.0,53345.0,291442,10044551,6064792.0,,,,,,6.0,63.0,69.0,751.0,620.0,12.0,100607.0,58117.0,8.31,6.15,1.44,2.5,2.99,2.06,3.161966616364075
2020-09-17T17:00:00,2348,212,2560,38853,41413,881,1585,215954,35658,238845.0,54180.0,293025,10146324,6127243.0,,,,,,5.0,63.0,68.0,813.0,689.0,13.0,101773.0,62451.0,8.28,6.18,1.56,2.54,2.42,2.17,3.2000292665537704
2020-09-18T17:00:00,2387,208,2595,39862,42457,1044,1907,216807,35668,239692.0,55240.0,294932,10246163,6187258.0,,,,,,-4.0,39.0,35.0,1009.0,853.0,10.0,99839.0,60015.0,8.02,6.11,1.91,3.18,-1.89,2.52,3.280350693046006
2020-09-19T17:00:00,2380,215,2595,40566,43161,704,1638,217716,35692,240377.0,56192.0,296569,10349386,6248028.0,,,,,,7.0,-7.0,0.0,704.0,909.0,24.0,103223.0,60770.0,8.29,6.01,1.59,2.7,3.37,1.66,3.2143138974244
2020-09-20T17:00:00,2365,222,2587,41511,44098,937,1587,218351,35707,241017.0,57139.0,298156,10432814,6302761.0,,,,,,7.0,-15.0,-8.0,945.0,635.0,15.0,83428.0,54733.0,8.58,5.87,1.9,2.9,3.26,2.17,3.2005769267548483
2020-09-21T17:00:00,2475,232,2707,42372,45079,981,1350,218703,35724,241638.0,57868.0,299506,10488676,6342654.0,,,,,,10.0,110.0,120.0,861.0,352.0,17.0,55862.0,39893.0,8.57,6.01,2.42,3.38,4.5,2.22,3.130333768495006
2020-09-22T17:00:00,2604,239,2843,42646,45489,410,1392,219670,35738,242173.0,58724.0,300897,10575979,6391999.0,,,,,,7.0,129.0,136.0,274.0,967.0,14.0,87303.0,49345.0,8.41,6.25,1.59,2.82,3.02,0.91,3.1436392352745433
2020-09-23T17:00:00,2658,244,2902,43212,46114,625,1640,220665,35758,242958.0,59579.0,302537,10679675,6455762.0,,,,,,5.0,54.0,59.0,566.0,995.0,20.0,103696.0,63763.0,8.41,6.29,1.58,2.57,2.09,1.37,3.214843848047698
